node,type
SAINT ANNA,hero
SAINT ELMO,hero
"SAINT, JOHNNY",hero
SAJA,hero
SAKAA,hero
SALLA,hero
SALOME,hero
SALTZ/,hero
SALVO,hero
SAMA-D,hero
SAMEDAR,hero
SAMHAIN,hero
SAMMAEL,hero
SAMSON,hero
SAMUELS,hero
SAMURAI STEEL/YOSHID,hero
"SANADA, KONO",hero
"SANCHEZ, DET. LOUISA",hero
SANCTION/AARON,hero
SANCTITY/TANYA TRASK,hero
"SANDERS, DET. NAPOLE",hero
"SANDERS, MAC",hero
"SANDHURST, VINCENT",hero
SANDMAN DOPPELGANGER,hero
SANDMAN/WILLIAM BAKE,hero
"SANDOR, PROFESSOR IS",hero
"SANDOVAL, DIEGO",hero
"SANDOVAL, JULIANA",hero
SANDSTORM/,hero
SANDY,hero
SANGRE/JULIA CONCEPC,hero
SANGUINE,hero
SANTA CLAUS/NICK ST.,hero
"SANTINI, DR. JOSE",hero
"SANTOS, JOSE",hero
"SANTOS, MARIO",hero
"SAPIR, HERSCHEL",hero
SAPPER,hero
SAPPHIRAS,hero
"SAPRISTI, JERRY",hero
SARACEN,hero
SARDAN,hero
SARIEL,hero
"SAROYAN, NEAL",hero
SASQUATCH DOPPELGANG,hero
SASQUATCH II,hero
SASQUATCH | MUTANT X,hero
SASQUATCH/WALTER LAN,hero
SATANA,hero
SATAN/MARDU KURIOS,hero
SATANNISH,hero
SATELLITE,hero
SATHAN,hero
SA'TNEEN,hero
"SATURNYNE, OPAL LUNA",hero
SAT-YR-9,hero
SAUL,hero
"SAUNDERS, DABNEY",hero
"SAUNDERS, KRISTINE",hero
SAURON/DR. KARL LYKO,hero
SAVAGE STEEL/HARRY L,hero
SAVAGE STEEL II/ARTH,hero
"SAVANNAH, LOU-ANN",hero
"SAWYER, GENERAL SAMU",hero
"SAWYER, RYAN",hero
"SAXON, STARR",hero
SAYGE,hero
SCALEFACE/,hero
SCALPHUNTER,hero
SCANDIUM,hero
"SCANLON, COMMANDER",hero
SCANNER II,hero
SCANNER II/RHANLA,hero
SCANNER/SKERA,hero
SCARBO,hero
SCARECROW/EBENEZER L,hero
SCARECROW II,hero
"SCARFE, RAFAEL",hero
SCARLET BEETLE,hero
SCARLET CENTURION,hero
SCARLET SCARAB/DR. F,hero
SCARLET WITCH DOPPEL,hero
SCARLET WITCH/WANDA,hero
"SCARLOTTI, MICHAEL J",hero
"SCARLOTTI, MRS.",hero
"SCARPETTI, ALPHONSE",hero
SCAR THE STALKER/BRI,hero
SCARUM/,hero
SCATTERBRAIN,hero
SCATTERSHOT/NATALIA,hero
SCENE STEALER,hero
"SCHEELE, STEPHANIE",hero
SCHEMER/RICHARD FISK,hero
"SCHOENFELD, ELAINE",hero
"SCHOOLCRAFT, DR. DEN",hero
"SCHUYLER, DR. REBECC",hero
"SCHWINNER, DR. ERIC",hero
"SCICLUNA, MICHELE",hero
SCIMITAR,hero
SCINTILLA,hero
SCOPE,hero
SCORCHER/,hero
SCORCH II,hero
SCORCH/TOMMY NG,hero
SCORPIA,hero
SCORPIO II,hero
SCORPIO III/MIKEL FU,hero
SCORPIO IV,hero
SCORPIO/JAKE FURY,hero
SCORPION/MACDONALD G,hero
"SCOTT, JAKE",hero
"SCOTT, PARIS",hero
"SCOTT, PETER",hero
SCOURGE,hero
SCOURGE II/,hero
SCRAMBLER,hero
SCRATCH,hero
"SCRATCH, NICHOLAS",hero
SCREAM,hero
SCREAMING MIMI/MELIS,hero
SCRIBE,hero
SCRIER,hero
SCRIER II/,hero
SCRIER II/S. CRIER,hero
SCRIER JR.,hero
"SCRIPPS, LAHOYA",hero
SCUZZ,hero
SCYLLA,hero
SCYTHE/,hero
SEA LEOPARD,hero
SEA URCHIN/JEREMY SW,hero
SEAWEED MAN,hero
SEA WITCH/BRIGIT O'H,hero
"SEBASTIAN, MARISSA",hero
"SEBASTIAN, MRS.",hero
SECOND/ALECTO,hero
SEDNA,hero
SEEKER III,hero
SEEKER/TARM,hero
SEERESS,hero
SEER,hero
SEESHA,hero
SEETAH,hero
"SEGAR, OWEN",hero
SELENE,hero
SELENE | MUTANT X-VE,hero
SEMIJAN,hero
"SENNET, PAMELA",hero
"SENREICH, GUNTHER",hero
SENSATIONAL HYDRA/A,hero
SENSO,hero
SENTINELS,hero
SENTRY 459,hero
SENTRY 571,hero
SENTRY II/BOB REYNOL,hero
SENTRY III,hero
SENTRY IV/VAL,hero
SENYAKA,hero
"SENYAKA, TIA",hero
SERAPH,hero
SERESTUS,hero
SERGEI,hero
SERPENTYNE,hero
SERSI | MUTANT X-VER,hero
SERSI/SYLVIA,hero
SERVITOR,hero
SET,hero
SETH,hero
SETH II,hero
SETH III,hero
"SEVERIN, MARIE",hero
"SEVILLE, STACY",hero
"SEWARD, ANNE",hero
"SEWARD, DR. CHARLES",hero
"SEWARD, ELISABETH",hero
"SEWARD, JANE",hero
SHAARA,hero
"SHAARA, MR.",hero
"SHAARA, MRS.",hero
"SHAARA, SANJIT",hero
SHADES,hero
SHADOWCASTER/,hero
SHADOWCAT 2013,hero
SHADOWCAT/KATHERINE,hero
SHADOWCAT | MUTANT X,hero
SHADOW-HAND/LI CHUN,hero
SHADOW KING/AMAHL FA,hero
SHADOW KING | MUTANT,hero
SHADOWKNIGHT/RANDALL,hero
SHADOWOMAN/JILLIAN W,hero
SHADOW QUEEN/SHIALMA,hero
"SHAITAN, AL",hero
SHAKATI,hero
SHAKTI,hero
SHALAK,hero
SHALLA BAL,hero
SHALLA BAL II,hero
SHAMAN II,hero
SHAMAN III,hero
SHAMAN/MICHAEL TWOYO,hero
SHAMAN | MUTANT X-VE,hero
SHAMROCK/MOLLY FITZG,hero
"SHANE, BRIDGIT",hero
SHANGA,hero
SHANG-CHI,hero
SHANNA/SHANNA O'HARA,hero
SHANZAR,hero
"SHAPANDER, KARIMA",hero
SHAPE,hero
SHAPER OF WORLDS,hero
SHARD,hero
SHARK/,hero
SHARKSKIN,hero
"SHARPE, ROSALINDE",hero
"SHARP, TRINA",hero
SHARYD/CONAL,hero
SHA SHAN,hero
SHATTERAX,hero
SHATTERFIST/,hero
SHATTERSTAR II/GAVEE,hero
"SHAUNEGHANN, MICHAEL",hero
"SHAW, ESAU",hero
"SHAW, HIRAM",hero
"SHAW, JACOB",hero
"SHAW, MILDRED",hero
"SHAW, OBADIAH",hero
"SHAW, SAMARRA",hero
"SHAW, SARAH",hero
"SHAW, SHINOBI",hero
SHAZANA,hero
SHE-CAT,hero
"SHEFFIELD, LEAH",hero
SHE-HULK DOPPELGANGE,hero
SHE-HULK/JENNIFER WA,hero
"SHELDON, PHIL",hero
SHELL/,hero
SHELLSHOCK/,hero
"SHEPPARD, JOAN ACE",hero
"SHERIDAN, FLORENCE",hero
"SHERIDAN, LEAH",hero
"SHERIDAN, RICHARD RI",hero
"SHERIDAN, WILLIAM",hero
"SHERMAN, GEN.",hero
SHE-WOLF/PAULETTE BR,hero
"SHIFFMAN, MAXIE",hero
SHIGARU,hero
SHINAR,hero
"SHINCHUKO, LOTUS",hero
SHIN,hero
"SHINSKI, PROFESSOR W",hero
SHIP,hero
"SHIPPINSKY, MALIK",hero
"SHIRE, DR. RANDALL",hero
SHIVA,hero
SHIVER MAN,hero
SHOCKER/HERMAN SCHUL,hero
SHOCKWAVE/LANCASTER,hero
SHOCKWAVE ROBOT,hero
SHOC/NEIL AIKEN,hero
"SHOOTER, JIM",hero
SHOOTING STAR,hero
"SHORR, JACQUELINE",hero
SHORT CIRCUIT/HENRY,hero
SHOTGUN III/,hero
SHOTGUN II/WALKER,hero
SHOTGUN/ZEKE SALLING,hero
SHOT/,hero
SHREEVE,hero
SHREW/MARILYN MAYCRO,hero
SHRIEK/SANDRA DEEL/F,hero
SHRILL/,hero
SHRINE,hero
SHROUD/MAXIMILLIAN Q,hero
SHULK,hero
SHUMA-GORATH,hero
SHYM'R,hero
SIBERCAT/,hero
SIBERION,hero
SICKLE,hero
SICKLE II/,hero
SIDEWINDER/SETH VOEL,hero
SIEGE/JOHN KELLY,hero
"SIEGEL, DR. AVRAM",hero
SIFFROR,hero
SIF,hero
SIGMAR,hero
SIGN/,hero
SIGYN,hero
SIINGARD,hero
SIKORSKY,hero
"SIKORSKY, RAYMOND",hero
SILENCE/,hero
SILENCER,hero
SILENT ONE,hero
SILHOUETTE,hero
SILICON/GERALD SIMMS,hero
"SILVANI, VITTORIO",hero
SILVERCLAW/LA GARRA,hero
"SILVERCLOUD, SAM",hero
SILVER DAGGER/ISAIAH,hero
SILVER FOX/BAYAN,hero
SILVER FOX II/ZORA D,hero
SILVER,hero
SILVER II,hero
SILVERMANE/SILVIO MA,hero
SILVER SABLE,hero
SILVER SAMURAI/KENYU,hero
SILVER SCORPION/ELIS,hero
SILVER SURFER DOPPEL,hero
SILVER SURFER IMPOST,hero
SILVER SURFER | MUTA,hero
SILVER SURFER/NORRIN,hero
SIMBUS,hero
"SIMMONS, ARCHIE",hero
"SIMMONS, RANDALL",hero
"SIMON, ALEX FLORES",hero
"SIMON, FELIX",hero
"SIMONSON, LOUISE",hero
"SIMPSON, CRASH",hero
"SIMS, EZEKIEL",hero
"SINCLAIR, MORGAN",hero
SIN-EATER/STAN CARTE,hero
SINEW/,hero
SINGER,hero
"SINGER, MERLE",hero
"SINGH, DR.",hero
SINTARIIS,hero
SIR BENEDICT,hero
SIR,hero
SIROCCO,hero
SIRYN/THERESA ROURKE,hero
SISTER AGONY,hero
SISTER CHLOE,hero
SISTER DEATH,hero
SISTER DREAM,hero
SISTER KATRINA,hero
SISTER MARIA,hero
SISTER NIL,hero
SISTER PERPETUA,hero
SISTER PLEASURE/SCAR,hero
SISTER SALVATION,hero
SISTER SOPHIA,hero
SITTING BULLSEYE/,hero
"SITWELL, JASPER",hero
SKADI,hero
SKARABROUS,hero
SKAR,hero
SKARLET,hero
SKETCH/,hero
SKEWER,hero
SKIDS/SALLY BLEVINS,hero
SKIN/ANGELO ESPINOSA,hero
SKIN II/DONNA BLISS,hero
SKINNER,hero
"SKIN, NYLA",hero
SKOLL,hero
SKOOKA,hero
SKUL/JOHN SKULINOWSK,hero
SKULLBUSTER,hero
SKULLCRASHER/,hero
SKULL-JACKET,hero
SKUNGE,hero
SKYE,hero
SKYHAWK/WINSTON BILL,hero
SKYMAX/SK'YM'X/JAMES,hero
SKY-WALKER,hero
SLAB/KRIS ANDERSON,hero
SLADE,hero
"SLAG/SLAGHT, DR. THE",hero
SLAMBEAUX,hero
S'LAR,hero
SLASHER,hero
SLASHER II,hero
SLAUGHTER,hero
SLAUGHTER II/CONSTAN,hero
"SLAVINSKI, SALLY",hero
SLAYER/,hero
SLEDGE,hero
SLEEK,hero
SLEEPER,hero
SLEEPWALKER,hero
SLICE/,hero
SLICK,hero
SLIDE,hero
SLITHER,hero
"SLOAN, ANNA",hero
"SLOAN, DR.",hero
"SLOAN, FRED",hero
"SLOAN, JASON",hero
SLOTH,hero
SLOTOTH,hero
"SLUGANSKI, ERNIE",hero
SLUG/ULYSSES X. LUGM,hero
SLUJ,hero
SLUK,hero
SLYDE,hero
"SMALLWOOD, DAN",hero
SMART ALEC/ALEC THOR,hero
SMASHER,hero
SMASHER II,hero
SMASHER III,hero
SMASHER IV,hero
SMASHER V,hero
SMEDLEY,hero
"SMERDILOVISC, VICTOR",hero
SMILING TIGER/,hero
"SMITH, ANDY",hero
"SMITH, COL. TOLLIVER",hero
"SMITH, DAPHNE",hero
"SMITH, DR. ARMSTRONG",hero
"SMITH, HELEN BACK",hero
"SMITH, JOE",hero
"SMITH, KEVIN",hero
"SMITH, MANDY",hero
"SMITH, MARTY LOUIS L",hero
"SMITH, SIR DENIS NAY",hero
"SMITHSON, T.B.",hero
"SMITH, WANDA JO BIAL",hero
SMOKESCREAM/,hero
SMOKESCREEN/,hero
SMUGGLER II/CONRAD J,hero
"SMYTHE, ALISTAIR ALP",hero
"SMYTHE, SPENCER",hero
SNAGG,hero
SNAKEBITE/,hero
SNAKE-EYES,hero
SNAKE,hero
SNAKESKIN II/,hero
SNAPDRAGON/SHEOKE SA,hero
SNARE,hero
"SNIDER, DET. LOU",hero
SNIPER/VON BURIAN,hero
"SNIPES, DET.",hero
SNOWBIRD | MUTANT X-,hero
SNOWBIRD/NARYA/ANNE,hero
SNOWBLIND/,hero
"SNOW, CHARLIE",hero
SNOW QUEEN/GITTE,hero
"SNOW, TANDY",hero
"SNOW, VICTORIA",hero
"SOAP, DET.",hero
SOCRATES SOCK,hero
SODIUM,hero
"SOFEN, KARL AUGUST",hero
"SOFEN, MARION",hero
SOLARR,hero
SOLAR WIND,hero
"SOLE, MAJOR REMINGTO",hero
"SOLE, RANSOME",hero
SOLO/,hero
SOMBRE,hero
"SOMERS, JOHNATHAN",hero
"SOMERS, KATHY",hero
"SOMMERS, APRIL",hero
SOMON,hero
"SONDHEIM, ERICA",hero
SONIC,hero
SOPHIE,hero
SORRENTINO/SORRENTIN,hero
SORROW/,hero
SOTEIRA,hero
"SOTO, BERNARD",hero
SOUL-EATER,hero
SOULFIRE/JASON MALDO,hero
SOUL MAN/FATHER JASO,hero
SOUNDBYTE/,hero
"SOUSA, PAUL",hero
"SOUTHERN, CANDY",hero
SPACE PHANTOM,hero
SPANKER/FRED HOVEL,hero
"SPAR, DR. KATHERINE",hero
SPARK,hero
"SPARROW BEAR, MELLIS",hero
SPARROW,hero
SPARX/AURELLE,hero
SPAT,hero
"SPAULDING, JILL",hero
"SPAULDING, PETER",hero
SPEAR,hero
SPECTRA/SELENA SLATE,hero
"SPECTRUM, SINCLAIR",hero
SPEEDBALL DOPPELGANG,hero
SPEEDBALL II/DARRION,hero
SPEEDBALL/ROBBIE BAL,hero
SPEEDFREEK/SHAPPE,hero
SPELLBINDER/ERICA FO,hero
"SPENCER, TRACY",hero
"SPERZEL, ANTON",hero
"SPETSBURO, GEN. YURI",hero
SPHINX,hero
SPHINX II,hero
SPHINX III,hero
SPIDERCIDE,hero
SPIDER-MAN CLONE/BEN,hero
SPIDER-MAN III/MARTH,hero
SPIDER-MAN/PETER PARKERKER,hero
SPIDER-WOMAN DOPPELG,hero
SPIDER-WOMAN II/JULI,hero
SPIDER-WOMAN IV/CHAR,hero
SPIDER-WOMAN/JESSICA,hero
SPIKE,hero
SPIKEY,hero
SPINNERET,hero
SPIRAL,hero
SPIRAL II/ESTELLE GE,hero
SPIRIT OF '76/WILLIA,hero
SPITE/,hero
SPITFIRE/LADY JACQUE,hero
"SPITZ, BARRY",hero
SPLICE/CHANDRA KU,hero
SPLICE II/,hero
SPOILSPORT/,hero
SPOOKY,hero
SPOOR/ANDREW HAMISH,hero
SPORE,hero
SPOT/,hero
SPRAGG,hero
"SPRINGER, JERRY",hero
SPRITE,hero
SPROCKET,hero
SPUNJE,hero
SPYMASTER II,hero
SPYMASTER/JAKE JORDA,hero
SPYNE,hero
SQUID/DONNY CALLAHAN,hero
SQUIRE/,hero
SQUIRREL GIRL/,hero
SSSESTHUGAR,hero
SSSITH,hero
SSS'LETHCOTT,hero
"STACY, ARTHUR",hero
"STACY, CAPT. GEORGE",hero
"STACY, GWEN (CLONE)",hero
"STACY, GWEN",hero
"STACY, GWEN | MUTANT",hero
"STACY, HELEN",hero
"STACY, JILL",hero
"STACY, NANCY",hero
"STACY, PAUL",hero
"STAHL, VERONICA",hero
STAINED GLASS SCARLE,hero
"STALIN, JOSEF",hero
STALKER,hero
STALKING FOX,hero
STALLIOR,hero
"STALYENKO, COL. YURI",hero
STAMPEDE/,hero
"STAMP, J.Q.",hero
"STANACHEK, FREDDIE",hero
"STANCHEK, DR.",hero
"STANDISH, GEN.",hero
"STANE, OBADIAH",hero
"STANFORD, DWIGHT ROL",hero
"STANKOWICZ, FABIAN",hero
"STANLEY, TOM",hero
"STAPHOS, DR. MONICA",hero
"STAPLES, EDNA M. GRA",hero
STARBOLT,hero
STARDUST/T'URIN G'AR,hero
STARFOX/EROS,hero
STAR HAMMER,hero
STARHAWK II/ALETA OG,hero
STARHAWK/STAKAR,hero
STAR,hero
"STAR, JOAN",hero
"STARK, HOWARD",hero
"STARK, HOWARD | TIME",hero
"STARK, ISAAC",hero
"STARK, MARIA CARBONE",hero
"STARK, MARIA | TIMES",hero
"STARK, MORGAN",hero
"STARR, AARON",hero
"STARR, JACQUELINE",hero
"STARR, TRIXIE TRISH",hero
STARSHINE II/BRANDY,hero
STARSHINE III/ANARRA,hero
STARSHINE/LANDRA,hero
STAR-STALKER,hero
STAR THIEF/,hero
STAR THIEF II,hero
STAR THIEF III/DITMI,hero
STATIC,hero
"ST. CROIX, CARTIER",hero
"ST. CROIX, CLAUDETTE",hero
"ST. CROIX, LOUIS",hero
"ST. CROIX, NICOLE",hero
STECK'EE,hero
"STEED, JOHN",hero
"STEED, MR.",hero
STEEL COLLAR,hero
"STEELE, BOBBY",hero
"STEELE, MARCY MASTER",hero
"STEELE, SIMON/WOLFGA",hero
STEEL SERPENT,hero
STEEL SPIDER/OLLIE O,hero
STEEL WIND,hero
STEEPLEJACK,hero
STEEPLEJACK II/MAXWE,hero
STEGRON,hero
"STEIN, EMIL",hero
STELLARAX,hero
STELLARIS/LEAH PRINC,hero
STEM,hero
"STEPHANAPOULUS, COSM",hero
"STERIXIAN, ALMONNAS",hero
"STERIXIAN, LOATIA",hero
STERLING,hero
"STERLING, SID",hero
"STERMAN, ANDREA ANDI",hero
"STERNBERG, DR. BERTH",hero
STERN,hero
"STERN, ROGER",hero
"STEVENS, DR. VINCENT",hero
"STEVENS, MILO",hero
"STEWART, MACKINLEY",hero
"STEWART, MADDIE",hero
"STEWART, MARY",hero
"STEWART, TINA",hero
"ST. GERMAINE, COMTE",hero
"ST. HUBBINS, SARI",hero
STICK,hero
"STILES, TATJANA",hero
STILETTO,hero
STILETTO II/,hero
STILT-MAN/WILBUR DAY,hero
"STILWELL, RON",hero
STINGER/,hero
STINGER II/,hero
STINGER III/,hero
STINGER IV,hero
STINGRAY/DR. WALTER,hero
STINGRAY | MUTANT X-,hero
STINKY,hero
STITCH/,hero
"STITHY, THEODORE",hero
"ST. LAWRENCE, COL. C",hero
"STOCKBRIDGE, CHARLES",hero
"STOCKBRIDGE, DEANNA",hero
"STOKER, OLIVIER",hero
"STONE, CHANTAL",hero
STONECOLD/,hero
STONECUTTER/UTAMA TO,hero
STONE-FACE,hero
STONE,hero
STONE II,hero
"STONE, JOHN",hero
"STONE, LT. MARCUS",hero
"STONE, MARGARET",hero
"STONE, MEG",hero
"STONE, NELSON",hero
"STONE, TIBERIUS",hero
STONEWALL/LOUIS HAMI,hero
STORM 2013,hero
"STORM, CHILI",hero
STORM DOPPELGANGER,hero
STORM DOPPELGANGER I,hero
STORMER,hero
"STORM, JOHNNY | MUTA",hero
STORM/ORORO MUNROE S,hero
"STORM, SUE | TIMESLI",hero
STRACU,hero
"STRANG, COL./LT. GAR",hero
STRANGE,hero
STRANGER,hero
STRANGLEHOLD,hero
STRANGLER,hero
STRIDER,hero
STRIKER,hero
"STRIKER, SAM",hero
"STRINGER, AMY",hero
STROBE/,hero
STRONGARM/,hero
STRONGARM II/ARMSTRO,hero
STRONG GUY DOPPELGAN,hero
STRONG GUY/GUIDO CAR,hero
STRONG GUY | MUTANT,hero
STRONGHOLD/,hero
"STRONG, MARTIN HENRY",hero
"STRONG, SUSAN",hero
STRONTIUM-90/,hero
"STROUD, SIMON",hero
"STROUGHTON, WILLIAM",hero
"STRUCKER, ANDREA",hero
"STRUCKER, ANDREAS",hero
"STRUNK, BELLA",hero
STRYFE,hero
"STRYKER, WILLIS",hero
"ST. THOMAS, JULES",hero
"STUART, BRIG. ALYSAN",hero
"STUART, DR. ALISTAIR",hero
"STUART, DR.",hero
STUNNER/ANGELINA BRA,hero
STUNT-MASTER/GEORGE,hero
"STURDY, PROF. KENNET",hero
"STYGE, REV.",hero
STYGIAN STARBENDER,hero
STYGLUT/,hero
STYRAK,hero
STYX II,hero
STYX/JACOB EICHORN,hero
"SUAREZ, RAPHAEL",hero
SUB-MARINER | MUTANT,hero
SUB-MARINER/NAMOR MA,hero
"SU, DR. KO BIN",hero
"SUEE, FAH LO",hero
SUGAR MAN,hero
SUICIDE/CHRIS DANIEL,hero
"SUKHAROV, DIMITRI",hero
"SUKHAROV, VIKTORIA",hero
"SUMMERS, DEBORAH",hero
"SUMMERS, MADELYNE MA",hero
"SUMMERS, NATHAN CHRI",hero
"SUMMERS, PHILIP",hero
"SUMMERS, SCOTT III |",hero
SUMO,hero
SUNDANCE,hero
SUNDER,hero
SUNDOWN/DR. DAVE LOW,hero
SUNDRAGON/PAMELA DOU,hero
SUNFIRE/SHIRO YASHID,hero
SUNFIRE/SHIRO YOSHID,hero
"SUN, LIN",hero
SUNSET GRACE,hero
SUNSET,hero
SUNSHINE/AUTUMN MACR,hero
SUNSPOT/ROBERTO DACO,hero
SUNSPYRE/LEYU YOSHID,hero
SUNSTROKE/,hero
SUN-TAO,hero
SUNTURION/ARTHUR DEA,hero
SUNTURION II/MIKE ST,hero
SUPER-ADAPTOID/ALESS,hero
SUPER-ANDROID F-4,hero
SUPERCHARGER/,hero
"SUPERIA/WENTWORTH, D",hero
SUPER-NOVA,hero
SUPER-PATRIOT,hero
SUPER SABRE/MARTIN F,hero
SUPER SKRULL/KL'RT,hero
SUPREME COMMANDER,hero
SUPREME INTELLIGENCE,hero
SUPREME ONE,hero
SUPREMOR,hero
SURESHOT,hero
SURGE,hero
SURGEON GENERAL/ANGE,hero
SURTUR,hero
"SUTTON, JOHN",hero
"SUVOROV, ADMIRAL GRI",hero
SUWAN,hero
SUZIE,hero
SVAROG,hero
SVYATOGOR/SASHA POKR,hero
"SWANN, DR. EVAN",hero
SWARM/FRITZ VON MEYE,hero
SWEEPZWEAK,hero
SWIFT/,hero
SWITCH/DEVON ALOMAR,hero
"SWITZLER, BEVERLY",hero
SWORDSMAN II/COTATI,hero
SWORDSMAN III/PHILIP,hero
SWORDSMAN IV/,hero
SWORDSMAN/JACQUES DU,hero
SYBIL,hero
SYBYL DORN,hero
SYLPH,hero
S'YM,hero
SYNAPSE/,hero
SYNARIO/ANGELA BRADF,hero
SYNCH/EVERETT THOMAS,hero
SYNRAITH,hero
SYPHONN,hero
SYRRH,hero
"SZARDOS, MARGALI",hero
"SZARDOS, STEFAN",hero
SZARKUS,hero
"TABESHAW, HARRY",hero
TABOO,hero
TABULA RASA,hero
TABUR,hero
TAE,hero
TAGAK,hero
TAGAR,hero
TAIFU/TOSHIO SASAKI,hero
TAI,hero
TAI II,hero
"TAKACHIHO, HIRO",hero
"TAKACHIHO, MRS.",hero
"TAKAHAMA, JANE",hero
"TAKAHAMA, ROBERT",hero
"TAKAHASHI, REI",hero
TAKAR,hero
"TAKIMOTO, RON",hero
TAKU,hero
"TALBOT, GLENN",hero
"TALBOT, MAJ. MATT",hero
"TAL, GENERAL",hero
TALISMAN,hero
TALISMAN II/ELIZABET,hero
TALISMAN III/NAHITA,hero
TALO,hero
TALOS,hero
"TANAKA, GEORGE",hero
"TANAKA, KENJIRO",hero
"TANAKA, OPAL",hero
"TANAKA, RITA",hero
TANA NILE,hero
TANGERINE 2013,hero
"TANNEN, PAUL",hero
"TANNEN, VINCENT",hero
"TANNER, ARCHIE",hero
"TANNER, JACKO",hero
TANTE MATTIE,hero
TANTRUM/,hero
TARAKIS,hero
TARANTULA/ANTON MIGU,hero
TARANTULA II/CAPT. L,hero
TARBABY,hero
TAREE,hero
TAREVA,hero
TARGET,hero
TARGON,hero
TAR,hero
TARNOK-KOL,hero
TAROOK,hero
TAROT/MARIE-ANGE COL,hero
"TARR, BLACK JACK",hero
TARTARUS,hero
TASHA,hero
TASKMASTER,hero
TATSU'O,hero
TATTERDEMALION/,hero
"TAUREY, SIR WILLIAM",hero
"TAUREY, WILLIAM MALC",hero
TAURUS/CORNELIUS VAN,hero
TAURUS II/,hero
"TAYLOR, JACK",hero
"TAYLOR, JENNA",hero
"TAYLOR, LEILA",hero
T'CHAKA,hero
TECHNARX,hero
TECHNOCRAT/RANDY,hero
TECH-NOIR/,hero
TECHNOSPIKE,hero
TEFRAL,hero
TEI,hero
TELLIS,hero
TEMPEST/GRANNZ,hero
TEMPEST II/NICOLETTE,hero
TEMPLAR/IAN FITZWILL,hero
"TEMPLE, CLAIRE",hero
TEMPO,hero
TEMPUS,hero
TENDRIL/RIVER VERYS,hero
TENEBRAE,hero
TENELLE,hero
TEN FOR,hero
"TENG, NIKKI",hero
"TENKO, CARTER",hero
"TENNYSON, JACOB",hero
TENPIN/ALVIN HEALEY,hero
TEN-THIRTIFOR,hero
TEQUILA/,hero
TERMINATOR,hero
TERMINATOR II/PRINCE,hero
TERMINUS,hero
TERRAFORMER/SAM,hero
TERRAX,hero
TERRAXIA,hero
TERRAX II/TYROS,hero
"TERREL, DEBORAH",hero
TERRIGENE,hero
TERROR II,hero
TERROR/LASLO PEVELY,hero
TESSA,hero
TESS-ONE,hero
TETHERBLOOD/,hero
TETHRA,hero
TEUTONIC KNIGHT/FRAN,hero
TEXAS TWISTER/DREW D,hero
TEZCATLIPOCA,hero
THAIS,hero
THAKOS,hero
THALLIUM,hero
"THAMES, SERIPHA",hero
THANADEMOS,hero
THANE ECTOR,hero
THANOS DOPPELGANGER,hero
THANOS,hero
"THAN, VELENA",hero
THENA,hero
THERA,hero
THERAK,hero
THERMAL MAN,hero
THERMITE/,hero
THERMO/DR. WALTER MI,hero
THERMO II/,hero
THERNON,hero
T,hero
THING/BENJAMIN J. GR,hero
THING DOPPELGANGER,hero
THING DOPPELGANGER I,hero
THINGEE,hero
THINKER,hero
THIN MAN/BRUCE DICKS,hero
THOG,hero
"THOMAS, BECKY",hero
"THOMAS, COMMANDER DA",hero
"THOMAS, DR. JOHN",hero
"THOMAS, DR. STAN",hero
"THOMAS, IDA",hero
"THOMAS, JEANIE",hero
"THOMAS, KIM HO TWAE",hero
"THOMAS, ROY",hero
"THOMPSON, EUGENE FLA",hero
"THOMPSON, HARRISON",hero
"THOMPSON, JESSICA JE",hero
"THOMPSON, ROSIE",hero
THOR/DR. DONALD BLAK,hero
THOR | EARTH 253,hero
THOR III DOPPELGANGE,hero
THOR II/ROGER RED NO,hero
THOR IV/DARGO,hero
THOR | MUTANT X-VERS,hero
THORNN,hero
THORNN II/LUCIA CALL,hero
"THORPE, GAVIN",hero
"THORPE, GORDON",hero
"THORPE, LUKE",hero
THOR REPLICOID,hero
"THORSON, DR. WALTER",hero
THOUSAND,hero
THRAXON,hero
THREADGOLD,hero
THREE-FACE,hero
THREETREES,hero
THRENODY,hero
THUG,hero
"THULE, GEN.",hero
THUMBELLINA,hero
THUMPER,hero
THUNDERBALL/DR. ELIO,hero
THUNDERBIRD III/NEAL,hero
THUNDERBIRD II/JAMES,hero
THUNDERBIRD/JOHN PRO,hero
THUNDERBOLT/BILLY CA,hero
THUNDERBOLT II/LUIS,hero
THUNDERFIST/,hero
THUNDERHEAD/,hero
THUNDERSTRIKE/ERIC K,hero
THUNDERSWORD,hero
THUNDRA,hero
"THURM, ETHAN",hero
TIAMAT,hero
TICKTOCK,hero
"TIERS, MICHELLE",hero
TIGER SHARK/TODD ARL,hero
TIGER WYLDE,hero
TIGRA/GREER NELSON,hero
TIKUAK,hero
"TILBY, TRISH/PATRICI",hero
TILDA,hero
TILLIE THE HUN/MATIL,hero
"TILTON, ROLAND R.",hero
TIMBERIUS,hero
TIMBERIUS II,hero
TIMEBOMB/LOUIS JOUBE,hero
TIMESHADOW,hero
TIMESLIP/RINA PATEL,hero
TIMESLOT,hero
TIMMONS,hero
TINAC,hero
TINKERER,hero
"TINKER, SHEA",hero
TITAN,hero
TITANIA/,hero
TITANIA II/MARY SKEE,hero
TITANIUM MAN/BORIS B,hero
TITANIUM MAN III/BOR,hero
